# frame_skip_agent_A, frame_skip_agent_B, episode, score_A, score_B, reward
1,1,0,6,4,2
1,1,1,4,2,2
1,1,2,2,4,-2
1,1,3,3,5,-2
1,1,4,1,3,-2
1,1,5,9,6,3
1,1,6,4,4,0
1,1,7,11,7,4
1,1,8,1,1,0
1,1,9,5,5,0
1,1,10,5,7,-2
1,1,11,2,8,-6
1,1,12,4,8,-4
1,1,13,8,5,3
1,1,14,10,14,-4
1,1,15,9,5,4
1,1,16,6,6,0
1,1,17,7,7,0
1,1,18,4,5,-1
1,1,19,12,10,2
1,1,20,6,10,-4
1,1,21,13,3,10
1,1,22,7,10,-3
1,1,23,7,8,-1
1,1,24,13,11,2
1,1,25,4,8,-4
1,1,26,6,3,3
1,1,27,14,8,6
1,1,28,5,2,3
1,1,29,4,3,1
1,1,30,9,11,-2
1,1,31,4,2,2
1,1,32,9,20,-11
1,1,33,5,5,0
1,1,34,0,0,0
1,1,35,2,7,-5
1,1,36,4,6,-2
1,1,37,9,5,4
1,1,38,7,7,0
1,1,39,2,1,1
1,1,40,4,4,0
1,1,41,4,3,1
1,1,42,1,3,-2
1,1,43,3,10,-7
1,1,44,17,8,9
1,1,45,7,10,-3
1,1,46,14,16,-2
1,1,47,3,6,-3
1,1,48,4,4,0
1,1,49,4,4,0
1,1,50,5,3,2
1,1,51,6,6,0
1,1,52,19,14,5
1,1,53,6,11,-5
1,1,54,5,9,-4
1,1,55,7,5,2
1,1,56,4,5,-1
1,1,57,6,3,3
1,1,58,5,7,-2
1,1,59,8,4,4
1,1,60,4,7,-3
1,1,61,9,5,4
1,1,62,2,5,-3
1,1,63,8,8,0
1,1,64,7,6,1
1,1,65,0,6,-6
1,1,66,3,1,2
1,1,67,5,6,-1
1,1,68,4,1,3
1,1,69,9,20,-11
1,1,70,0,2,-2
1,1,71,5,8,-3
1,1,72,11,8,3
1,1,73,6,9,-3
1,1,74,6,6,0
1,1,75,3,7,-4
1,1,76,2,2,0
1,1,77,7,8,-1
1,1,78,2,4,-2
1,1,79,0,1,-1
1,1,80,9,23,-14
1,1,81,5,4,1
1,1,82,5,5,0
1,1,83,13,9,4
1,1,84,4,8,-4
1,1,85,3,5,-2
1,1,86,5,3,2
1,1,87,4,5,-1
1,1,88,3,14,-11
1,1,89,6,12,-6
1,1,90,12,13,-1
1,1,91,2,1,1
1,1,92,5,3,2
1,1,93,7,2,5
1,1,94,14,5,9
1,1,95,6,3,3
1,1,96,9,9,0
1,1,97,2,3,-1
1,1,98,12,11,1
1,1,99,4,3,1
1,1,100,2,6,-4
1,1,101,11,8,3
1,1,102,8,13,-5
1,1,103,9,8,1
1,1,104,4,4,0
1,1,105,3,0,3
1,1,106,1,1,0
1,1,107,3,4,-1
1,1,108,2,2,0
1,1,109,2,2,0
1,1,110,2,12,-10
1,1,111,12,16,-4
1,1,112,3,1,2
1,1,113,6,2,4
1,1,114,4,3,1
1,1,115,4,3,1
1,1,116,4,6,-2
1,1,117,3,5,-2
1,1,118,2,1,1
1,1,119,1,2,-1
1,1,120,3,7,-4
1,1,121,7,13,-6
1,1,122,6,6,0
1,1,123,4,4,0
1,1,124,2,1,1
1,1,125,5,11,-6
1,1,126,5,11,-6
1,1,127,8,9,-1
1,1,128,8,5,3
1,1,129,8,17,-9
1,1,130,10,11,-1
1,1,131,3,6,-3
1,1,132,9,9,0
1,1,133,2,8,-6
1,1,134,2,2,0
1,1,135,5,7,-2
1,1,136,10,13,-3
1,1,137,2,2,0
1,1,138,6,8,-2
1,1,139,2,4,-2
1,1,140,2,4,-2
1,1,141,17,11,6
1,1,142,0,0,0
1,1,143,6,7,-1
1,1,144,5,8,-3
1,1,145,7,5,2
1,1,146,4,4,0
1,1,147,3,2,1
1,1,148,2,7,-5
1,1,149,5,6,-1
1,1,150,1,2,-1
1,1,151,2,2,0
1,1,152,4,9,-5
1,1,153,2,5,-3
1,1,154,3,9,-6
1,1,155,4,5,-1
1,1,156,10,16,-6
1,1,157,8,3,5
1,1,158,1,5,-4
1,1,159,4,2,2
1,1,160,4,4,0
1,1,161,6,6,0
1,1,162,3,8,-5
1,1,163,10,9,1
1,1,164,9,14,-5
1,1,165,1,6,-5
1,1,166,22,11,11
1,1,167,7,7,0
1,1,168,7,5,2
1,1,169,7,12,-5
1,1,170,7,6,1
1,1,171,3,2,1
1,1,172,6,14,-8
1,1,173,2,2,0
1,1,174,4,4,0
1,1,175,13,7,6
1,1,176,5,10,-5
1,1,177,11,5,6
1,1,178,14,12,2
