# frame_skip_agent_A, frame_skip_agent_B, episode, score_A, score_B, reward
16,1,0,22,18,4
16,1,1,11,32,-21
16,1,2,9,7,2
16,1,3,11,13,-2
16,1,4,4,9,-5
16,1,5,4,21,-17
16,1,6,2,11,-9
16,1,7,9,17,-8
16,1,8,7,14,-7
16,1,9,9,8,1
16,1,10,7,10,-3
16,1,11,5,27,-22
16,1,12,21,11,10
16,1,13,1,10,-9
16,1,14,12,9,3
16,1,15,7,17,-10
16,1,16,10,25,-15
16,1,17,21,21,0
16,1,18,4,11,-7
16,1,19,8,7,1
16,1,20,17,25,-8
16,1,21,3,22,-19
16,1,22,4,15,-11
16,1,23,8,18,-10
16,1,24,5,13,-8
16,1,25,15,13,2
16,1,26,2,22,-20
16,1,27,16,14,2
16,1,28,4,6,-2
16,1,29,7,12,-5
16,1,30,4,9,-5
16,1,31,0,8,-8
16,1,32,10,32,-22
16,1,33,12,19,-7
16,1,34,9,26,-17
16,1,35,11,11,0
16,1,36,14,28,-14
16,1,37,7,12,-5
16,1,38,5,5,0
16,1,39,5,11,-6
16,1,40,8,11,-3
16,1,41,10,9,1
16,1,42,5,20,-15
16,1,43,8,21,-13
16,1,44,24,17,7
16,1,45,9,11,-2
16,1,46,7,28,-21
16,1,47,6,21,-15
16,1,48,9,11,-2
16,1,49,8,13,-5
16,1,50,8,19,-11
16,1,51,15,13,2
16,1,52,12,12,0
16,1,53,14,22,-8
16,1,54,8,7,1
16,1,55,10,12,-2
16,1,56,10,7,3
16,1,57,12,22,-10
16,1,58,6,13,-7
16,1,59,11,20,-9
16,1,60,2,13,-11
16,1,61,6,14,-8
16,1,62,4,21,-17
16,1,63,2,6,-4
16,1,64,10,24,-14
16,1,65,7,15,-8
16,1,66,3,12,-9
16,1,67,24,12,12
16,1,68,20,17,3
16,1,69,10,17,-7
16,1,70,13,18,-5
16,1,71,7,13,-6
16,1,72,5,8,-3
16,1,73,6,14,-8
16,1,74,14,4,10
16,1,75,8,10,-2
16,1,76,16,21,-5
16,1,77,8,15,-7
16,1,78,11,21,-10
16,1,79,8,12,-4
16,1,80,11,13,-2
16,1,81,4,16,-12
16,1,82,14,18,-4
16,1,83,17,26,-9
16,1,84,16,18,-2
16,1,85,6,25,-19
16,1,86,11,19,-8
16,1,87,23,10,13
16,1,88,22,15,7
16,1,89,1,24,-23
16,1,90,9,17,-8
16,1,91,14,28,-14
16,1,92,4,10,-6
16,1,93,8,10,-2
16,1,94,19,28,-9
16,1,95,13,14,-1
16,1,96,6,22,-16
16,1,97,12,20,-8
16,1,98,4,10,-6
16,1,99,21,19,2
16,1,100,6,23,-17
16,1,101,0,5,-5
16,1,102,8,23,-15
16,1,103,6,8,-2
16,1,104,17,17,0
16,1,105,11,18,-7
16,1,106,8,22,-14
16,1,107,11,17,-6
16,1,108,7,12,-5
16,1,109,9,9,0
16,1,110,7,20,-13
16,1,111,8,32,-24
16,1,112,7,13,-6
16,1,113,15,16,-1
16,1,114,9,13,-4
16,1,115,11,14,-3
16,1,116,5,1,4
16,1,117,7,9,-2
16,1,118,4,7,-3
16,1,119,4,20,-16
16,1,120,16,18,-2
16,1,121,6,13,-7
16,1,122,5,13,-8
16,1,123,8,14,-6
16,1,124,10,22,-12
16,1,125,13,28,-15
16,1,126,12,26,-14
16,1,127,11,33,-22
16,1,128,13,14,-1
16,1,129,1,10,-9
16,1,130,9,12,-3
16,1,131,7,24,-17
16,1,132,9,24,-15
16,1,133,13,17,-4
16,1,134,4,4,0
16,1,135,12,23,-11
16,1,136,16,34,-18
16,1,137,4,3,1
16,1,138,6,21,-15
